rental_id,fk_rental_contact_id,price,duration_type,fitting_date,pick_up_date,due_date,user_signature,user_sign_date,parent_guardian_signature,parent_guardian_sign_date,pick_up_signature,pick_up_sign_date,rental_contact_initial,ski_technician_signature,assisting_staff_fullname
408,47,40,Daily,1/24/2023,1/24/2023,1/26/2023 12:00,Emilia Rodriguez,1/24/2023,Emilia Rodriguez,1/24/2023,Emilia Rodriguez,1/24/2023,ER,Razi Muzaffar,Razi Muzaffar
409,14,50,Daily,3/1/2023,3/1/2023,3/3/2023 12:00,Michael Anderson,3/1/2023,Michael Anderson,3/1/2023,Michael Anderson,3/1/2023,MA,Bryson Barradale,Bryson Barradale
410,93,389.98,Season,12/12/2022,12/12/2022,5/1/2023 12:00,Leonardo Costa,12/12/2022,Leonardo Costa,12/12/2022,Leonardo Costa,12/12/2022,LC,Razi Muzaffar,Razi Muzaffar
411,34,45,Daily,1/13/2022,1/13/2022,1/15/2022 12:00,Avery Mitchell,1/13/2022,Avery Mitchell,1/13/2022,Avery Mitchell,1/13/2022,AM,Jude Willcox,Jude Willcox
412,15,289.99,Season,2/15/2020,2/15/2020,5/1/2020 12:00,Hiba Ahmed,2/15/2020,Hiba Ahmed,2/15/2020,Hiba Ahmed,2/15/2020,HA,Carter Ash,Carter Ash
413,34,85,Daily,3/5/2021,3/5/2021,3/7/2021 13:00,Avery Mitchell,3/5/2021,Avery Mitchell,3/5/2021,Avery Mitchell,3/5/2021,AM,John Florendo,John Florendo
414,97,299.99,Season,2/19/2022,2/19/2022,5/1/2022 12:00,Renata Costa,2/19/2022,Renata Costa,2/19/2022,Renata Costa,2/19/2022,RC,Jake Lathrop,Jake Lathrop
415,25,90,Daily,12/26/2020,12/26/2020,12/28/2020 12:00,Ruby Foster,12/26/2020,Ruby Foster,12/26/2020,Ruby Foster,12/26/2020,RF,Curtis Fountain,Curtis Fountain
416,84,95,Daily,1/23/2022,1/23/2022,1/25/2022 12:00,Elena Andreeva,1/23/2022,Elena Andreeva,1/23/2022,Elena Andreeva,1/23/2022,EA,Riley Lathrop,Riley Lathrop
417,36,60,Daily,2/21/2020,2/21/2020,2/23/2020 12:00,Lila Patel,2/21/2020,Lila Patel,2/21/2020,Lila Patel,2/21/2020,LP,Riley Lathrop,Riley Lathrop
418,24,239.99,Season,2/5/2021,2/5/2021,5/1/2021 12:00,Miguel Rodriguez,2/5/2021,Miguel Rodriguez,2/5/2021,Miguel Rodriguez,2/5/2021,MR,John Florendo,John Florendo
419,34,105,Daily,3/31/2020,3/31/2020,4/2/2020 12:00,Avery Mitchell,3/31/2020,Avery Mitchell,3/31/2020,Avery Mitchell,3/31/2020,AM,John Florendo,John Florendo
420,72,50,Daily,3/9/2022,3/9/2022,3/11/2022 12:00,Cameron Davis,3/9/2022,Cameron Davis,3/9/2022,Cameron Davis,3/9/2022,CD,Bryson Barradale,Bryson Barradale
421,13,120,Daily,2/10/2021,2/10/2021,2/12/2021 12:00,Alessia Moretti,2/10/2021,Alessia Moretti,2/10/2021,Alessia Moretti,2/10/2021,AM,Razi Muzaffar,Razi Muzaffar
422,93,129.99,Season,1/16/2020,1/16/2020,5/1/2020 12:00,Leonardo Costa,1/16/2020,Leonardo Costa,1/16/2020,Leonardo Costa,1/16/2020,LC,Carter Ash,Carter Ash
423,4,79.99,Season,2/20/2022,2/20/2022,5/1/2022 12:00,Ethan Henderson,2/20/2022,Ethan Henderson,2/20/2022,Ethan Henderson,2/20/2022,EH,Nathan Giboney,Nathan Giboney
424,67,519.98,Season,4/10/2020,4/10/2020,5/1/2020 12:00,Malika Shah,4/10/2020,Malika Shah,4/10/2020,Malika Shah,4/10/2020,MS,Bryce Peters,Bryce Peters
425,31,349.98,Season,1/5/2022,1/5/2022,5/1/2022 12:00,Hailey Morris,1/5/2022,Hailey Morris,1/5/2022,Hailey Morris,1/5/2022,HM,Nathan Giboney,Nathan Giboney
426,71,50,Daily,1/30/2021,1/30/2021,2/1/2021 12:00,Aaliyah Patel,1/30/2021,Aaliyah Patel,1/30/2021,Aaliyah Patel,1/30/2021,AP,Riley Lathrop,Riley Lathrop
427,79,419.98,Season,1/29/2022,1/29/2022,5/1/2022 12:00,David Brown,1/29/2022,David Brown,1/29/2022,David Brown,1/29/2022,DB,Curtis Fountain,Curtis Fountain
428,34,189.98,Season,1/13/2020,1/13/2020,5/1/2020 12:00,Avery Mitchell,1/13/2020,Avery Mitchell,1/13/2020,Avery Mitchell,1/13/2020,AM,John Florendo,John Florendo
429,87,90,Daily,2/15/2023,2/15/2023,2/17/2023 12:00,Owen Wilson,2/15/2023,Owen Wilson,2/15/2023,Owen Wilson,2/15/2023,OW,Jude Willcox,Jude Willcox
430,60,205,Daily,3/17/2021,3/17/2021,3/19/2021 12:00,Sofia Fernandez,3/17/2021,Sofia Fernandez,3/17/2021,Sofia Fernandez,3/17/2021,SF,Nathan Giboney,Nathan Giboney
431,80,45,Daily,1/7/2021,1/7/2021,1/9/2021 12:00,Jakob Jensen,1/7/2021,Jakob Jensen,1/7/2021,Jakob Jensen,1/7/2021,JJ,Nathan Giboney,Nathan Giboney
432,7,85,Daily,2/21/2023,2/26/2023,2/28/2023 12:00,Olivia Brown,2/21/2023,Olivia Brown,2/21/2023,Olivia Brown,2/26/2023,OB,Jordan Weiss,Jordan Weiss
433,19,135,Daily,3/31/2022,3/31/2022,4/2/2022 12:00,Rafael Lima,3/31/2022,Rafael Lima,3/31/2022,Rafael Lima,3/31/2022,RL,Bryson Barradale,Bryson Barradale
434,62,35,Daily,2/6/2021,2/6/2021,2/8/2021 12:00,Layla Ahmed,2/6/2021,Layla Ahmed,2/6/2021,Layla Ahmed,2/6/2021,LA,Razi Muzaffar,Razi Muzaffar
435,42,79.99,Season,12/12/2021,12/12/2021,5/1/2022 12:00,Madison Reyes,12/12/2021,Madison Reyes,12/12/2021,Madison Reyes,12/12/2021,MR,Jake Lathrop,Jake Lathrop
436,16,409.97,Season,1/18/2020,1/18/2020,5/1/2020 12:00,Sophia Edwards,1/18/2020,Sophia Edwards,1/18/2020,Sophia Edwards,1/18/2020,SE,Bryce Peters,Bryce Peters
437,33,149.99,Season,3/31/2020,3/31/2020,5/1/2020 12:00,Lea Dubois,3/31/2020,Lea Dubois,3/31/2020,Lea Dubois,3/31/2020,LD,John Florendo,John Florendo
438,8,149.98,Season,4/4/2022,4/4/2022,5/1/2022 12:00,Brandon Brown,4/4/2022,Brandon Brown,4/4/2022,Brandon Brown,4/4/2022,BB,Curtis Fountain,Curtis Fountain
439,91,439.98,Season,12/2/2021,12/2/2021,5/1/2022 12:00,Alejandra Torres,12/2/2021,Alejandra Torres,12/2/2021,Alejandra Torres,12/2/2021,AT,Nathan Giboney,Nathan Giboney
440,37,90,Daily,3/4/2021,3/4/2021,3/6/2021 12:00,Santiago Ramirez,3/4/2021,Santiago Ramirez,3/4/2021,Santiago Ramirez,3/4/2021,SR,Razi Muzaffar,Razi Muzaffar
441,29,115,Daily,1/14/2021,1/14/2021,1/16/2021 12:00,Natalie Carter,1/14/2021,Natalie Carter,1/14/2021,Natalie Carter,1/14/2021,NC,Bryson Barradale,Bryson Barradale
442,65,199.99,Season,12/14/2021,12/14/2021,5/1/2022 12:00,Ana Maria Martinez,12/14/2021,Ana Maria Martinez,12/14/2021,Ana Maria Martinez,12/14/2021,AMM,John Florendo,John Florendo
443,94,130,Daily,2/26/2023,2/26/2023,2/28/2023 12:00,Gabriella Hill,2/26/2023,Gabriella Hill,2/26/2023,Gabriella Hill,2/26/2023,GH,Jude Willcox,Jude Willcox
444,78,45,Daily,12/13/2019,12/13/2019,12/15/2019 12:00,Ahmed Hassan,12/13/2019,Ahmed Hassan,12/13/2019,Ahmed Hassan,12/13/2019,AH,Bryce Peters,Bryce Peters
445,96,249.99,Season,2/18/2021,2/18/2021,5/1/2021 12:00,Amelie Dupont,2/18/2021,Amelie Dupont,2/18/2021,Amelie Dupont,2/18/2021,AD,Jake Lathrop,Jake Lathrop
446,63,40,Daily,12/1/2020,12/1/2020,12/3/2020 12:00,Christopher Wright,12/1/2020,Christopher Wright,12/1/2020,Christopher Wright,12/1/2020,CW,Jake Lathrop,Jake Lathrop
447,11,55,Daily,2/22/2023,2/22/2023,2/24/2023 12:00,Ethan Reed,2/22/2023,Ethan Reed,2/22/2023,Ethan Reed,2/22/2023,ER,Nathan Giboney,Nathan Giboney
448,49,145,Daily,12/1/2021,12/1/2021,12/3/2021 12:00,William Johnson,12/1/2021,William Johnson,12/1/2021,William Johnson,12/1/2021,WJ,Bryson Barradale,Bryson Barradale
449,52,120,Daily,1/23/2021,1/23/2021,1/25/2021 12:00,Omar Elsayed,1/23/2021,Omar Elsayed,1/23/2021,Omar Elsayed,1/23/2021,OE,Razi Muzaffar,Razi Muzaffar
450,64,419.98,Season,2/7/2023,2/7/2023,5/1/2023 12:00,Daniel Lee,2/7/2023,Daniel Lee,2/7/2023,Daniel Lee,2/7/2023,DL,Curtis Fountain,Curtis Fountain
451,80,149.99,Season,1/8/2021,1/8/2021,5/1/2021 12:00,Jakob Jensen,1/8/2021,Jakob Jensen,1/8/2021,Jakob Jensen,1/8/2021,JJ,Jake Lathrop,Jake Lathrop
452,3,229.99,Season,3/14/2022,3/14/2022,5/1/2022 12:00,Gabriel Carter,3/14/2022,Gabriel Carter,3/14/2022,Gabriel Carter,3/14/2022,GC,Riley Lathrop,Riley Lathrop
453,42,359.98,Season,2/2/2022,2/2/2022,5/1/2022 12:00,Madison Reyes,2/2/2022,Madison Reyes,2/2/2022,Madison Reyes,2/2/2022,MR,Bryson Barradale,Bryson Barradale
454,93,259.99,Season,3/28/2023,3/28/2023,5/1/2023 12:00,Leonardo Costa,3/28/2023,Leonardo Costa,3/28/2023,Leonardo Costa,3/28/2023,LC,Curtis Fountain,Curtis Fountain
455,90,165,Daily,3/16/2020,3/16/2020,3/18/2020 12:00,Victoria Taylor,3/16/2020,Victoria Taylor,3/16/2020,Victoria Taylor,3/16/2020,VT,Curtis Fountain,Curtis Fountain
456,97,45,Daily,1/23/2023,1/23/2023,1/25/2023 12:00,Renata Costa,1/23/2023,Renata Costa,1/23/2023,Renata Costa,1/23/2023,RC,Bryce Peters,Bryce Peters
457,52,50,Daily,1/13/2020,1/13/2020,1/15/2020 12:00,Omar Elsayed,1/13/2020,Omar Elsayed,1/13/2020,Omar Elsayed,1/13/2020,OE,Curtis Fountain,Curtis Fountain
458,50,99.99,Season,12/4/2022,12/4/2022,5/1/2023 12:00,Maria Hernandez,12/4/2022,Maria Hernandez,12/4/2022,Maria Hernandez,12/4/2022,MH,Bryce Peters,Bryce Peters
459,85,130,Weekly,2/20/2022,2/20/2022,2/27/2022 12:00,William Rodriguez,2/20/2022,William Rodriguez,2/20/2022,William Rodriguez,2/20/2022,WR,Riley Lathrop,Riley Lathrop
460,6,379.98,Season,12/11/2022,12/11/2022,5/1/2023 12:00,James Nguyen,12/11/2022,James Nguyen,12/11/2022,James Nguyen,12/11/2022,JN,Bryce Peters,Bryce Peters
461,4,130,Daily,3/11/2022,3/11/2022,3/13/2022 12:00,Ethan Henderson,3/11/2022,Ethan Henderson,3/11/2022,Ethan Henderson,3/11/2022,EH,John Florendo,John Florendo
462,78,35,Daily,3/1/2020,3/1/2020,3/3/2020 12:00,Ahmed Hassan,3/1/2020,Ahmed Hassan,3/1/2020,Ahmed Hassan,3/1/2020,AH,Bryson Barradale,Bryson Barradale
463,1,209.99,Season,2/10/2020,2/10/2020,5/1/2020 12:00,Emma Johansson,2/10/2020,Emma Johansson,2/10/2020,Emma Johansson,2/10/2020,EJ,John Florendo,John Florendo
464,68,539.98,Season,12/15/2020,12/15/2020,5/1/2021 12:00,Leah Ross,12/15/2020,Leah Ross,12/15/2020,Leah Ross,12/15/2020,LR,Jordan Weiss,Jordan Weiss
465,28,89.99,Season,2/16/2022,2/16/2022,5/1/2022 12:00,Logan Turner,2/16/2022,Logan Turner,2/16/2022,Logan Turner,2/16/2022,LT,Razi Muzaffar,Razi Muzaffar
466,82,45,Daily,4/1/2021,4/1/2021,4/3/2021 15:00,Amelia Allen,4/1/2021,Amelia Allen,4/1/2021,Amelia Allen,4/1/2021,AA,Riley Lathrop,Riley Lathrop
467,11,489.98,Season,2/2/2020,2/5/2020,5/1/2020 12:00,Ethan Reed,2/2/2020,Ethan Reed,2/2/2020,Ethan Reed,2/5/2020,ER,Kevin Baron,Kevin Baron
468,53,40,Daily,2/1/2022,2/1/2022,2/3/2022 12:00,Federico Rossi,2/1/2022,Federico Rossi,2/1/2022,Federico Rossi,2/1/2022,FR,John Florendo,John Florendo
469,98,139.99,Season,2/13/2022,2/14/2022,5/1/2022 12:00,Yusuf Abbas,2/13/2022,Yusuf Abbas,2/13/2022,Yusuf Abbas,2/14/2022,YA,John Florendo,John Florendo
470,45,159.99,Season,4/8/2021,4/8/2021,5/1/2021 12:00,Andriy Popov,4/8/2021,Andriy Popov,4/8/2021,Andriy Popov,4/8/2021,AP,Bryce Peters,Bryce Peters
471,62,429.98,Season,12/2/2022,12/2/2022,5/1/2023 12:00,Layla Ahmed,12/2/2022,Layla Ahmed,12/2/2022,Layla Ahmed,12/2/2022,LA,Carter Ash,Carter Ash
472,62,479.97,Season,1/26/2020,1/26/2020,5/1/2020 12:00,Layla Ahmed,1/26/2020,Layla Ahmed,1/26/2020,Layla Ahmed,1/26/2020,LA,Bryson Barradale,Bryson Barradale
473,28,379.97,Season,3/9/2023,3/9/2023,5/1/2023 12:00,Logan Turner,3/9/2023,Logan Turner,3/9/2023,Logan Turner,3/9/2023,LT,Bryce Peters,Bryce Peters
474,66,65,Daily,12/2/2022,12/2/2022,12/4/2022 12:00,Anaya Singh,12/2/2022,Anaya Singh,12/2/2022,Anaya Singh,12/2/2022,AS,Bryson Barradale,Bryson Barradale
475,11,40,Daily,3/3/2022,3/3/2022,3/5/2022 12:00,Ethan Reed,3/3/2022,Ethan Reed,3/3/2022,Ethan Reed,3/3/2022,ER,Curtis Fountain,Curtis Fountain
476,7,269.99,Season,4/9/2022,4/9/2022,5/1/2022 12:00,Olivia Brown,4/9/2022,Olivia Brown,4/9/2022,Olivia Brown,4/9/2022,OB,Curtis Fountain,Curtis Fountain
477,40,30,Daily,3/11/2020,3/11/2020,3/13/2020 12:00,Elijah Rivera,3/11/2020,Elijah Rivera,3/11/2020,Elijah Rivera,3/11/2020,ER,Curtis Fountain,Curtis Fountain
478,37,199.98,Season,4/14/2020,4/14/2020,5/1/2020 12:00,Santiago Ramirez,4/14/2020,Santiago Ramirez,4/14/2020,Santiago Ramirez,4/14/2020,SR,Nathan Giboney,Nathan Giboney
479,17,219.99,Season,12/15/2021,12/15/2021,5/1/2022 12:00,Amir Shah,12/15/2021,Amir Shah,12/15/2021,Amir Shah,12/15/2021,AS,Kevin Baron,Kevin Baron
480,45,40,Daily,1/2/2023,1/2/2023,1/4/2023 12:00,Andriy Popov,1/2/2023,Andriy Popov,1/2/2023,Andriy Popov,1/2/2023,AP,Kevin Baron,Kevin Baron
481,80,409.97,Season,1/25/2022,1/25/2022,5/1/2022 12:00,Jakob Jensen,1/25/2022,Jakob Jensen,1/25/2022,Jakob Jensen,1/25/2022,JJ,Riley Lathrop,Riley Lathrop
482,82,309.98,Season,3/9/2023,3/9/2023,5/1/2023 12:00,Amelia Allen,3/9/2023,Amelia Allen,3/9/2023,Amelia Allen,3/9/2023,AA,Jake Lathrop,Jake Lathrop
483,59,25,Daily,1/13/2020,1/13/2020,1/15/2020 13:00,Audrey Walker,1/13/2020,Audrey Walker,1/13/2020,Audrey Walker,1/13/2020,AW,Kevin Baron,Kevin Baron
484,89,125,Daily,2/24/2020,2/24/2020,2/26/2020 12:00,Penelope Phillips,2/24/2020,Penelope Phillips,2/24/2020,Penelope Phillips,2/24/2020,PP,Nathan Giboney,Nathan Giboney
485,78,479.98,Season,12/25/2021,12/25/2021,5/1/2022 12:00,Ahmed Hassan,12/25/2021,Ahmed Hassan,12/25/2021,Ahmed Hassan,12/25/2021,AH,Jake Lathrop,Jake Lathrop
486,91,529.98,Season,12/9/2019,12/9/2019,5/1/2020 12:00,Alejandra Torres,12/9/2019,Alejandra Torres,12/9/2019,Alejandra Torres,12/9/2019,AT,Jude Willcox,Jude Willcox
487,89,120,Weekly,12/5/2020,12/5/2020,12/12/2020 12:00,Penelope Phillips,12/5/2020,Penelope Phillips,12/5/2020,Penelope Phillips,12/5/2020,PP,Curtis Fountain,Curtis Fountain
488,74,45,Daily,2/25/2022,2/25/2022,2/27/2022 12:00,Charlotte Ramirez,2/25/2022,Charlotte Ramirez,2/25/2022,Charlotte Ramirez,2/25/2022,CR,Razi Muzaffar,Razi Muzaffar
489,99,40,Daily,12/7/2021,12/7/2021,12/9/2021 12:00,Julia Scott,12/7/2021,Julia Scott,12/7/2021,Julia Scott,12/7/2021,JS,Bryce Peters,Bryce Peters
490,23,115,Daily,1/26/2023,1/26/2023,1/28/2023 17:00,Mustafa Amin,1/26/2023,Mustafa Amin,1/26/2023,Mustafa Amin,1/26/2023,MA,Bryson Barradale,Bryson Barradale
491,62,60,Daily,3/3/2023,3/3/2023,3/5/2023 12:00,Layla Ahmed,3/3/2023,Layla Ahmed,3/3/2023,Layla Ahmed,3/3/2023,LA,Bryce Peters,Bryce Peters
492,9,60,Daily,2/26/2023,2/26/2023,2/28/2023 17:00,Giselle Diaz,2/26/2023,Giselle Diaz,2/26/2023,Giselle Diaz,2/26/2023,GD,Jake Lathrop,Jake Lathrop
493,22,80,Daily,12/19/2020,12/19/2020,12/21/2020 12:00,Audrey Coleman,12/19/2020,Audrey Coleman,12/19/2020,Audrey Coleman,12/19/2020,AC,Kevin Baron,Kevin Baron
494,72,75,Daily,4/14/2022,4/14/2022,4/16/2022 12:00,Cameron Davis,4/14/2022,Cameron Davis,4/14/2022,Cameron Davis,4/14/2022,CD,Jude Willcox,Jude Willcox
495,87,189.98,Season,4/6/2022,4/6/2022,5/1/2022 12:00,Owen Wilson,4/6/2022,Owen Wilson,4/6/2022,Owen Wilson,4/6/2022,OW,Jordan Weiss,Jordan Weiss
496,17,110,Daily,4/4/2020,4/4/2020,4/6/2020 12:00,Amir Shah,4/4/2020,Amir Shah,4/4/2020,Amir Shah,4/4/2020,AS,Kevin Baron,Kevin Baron
497,71,319.98,Season,3/22/2021,3/22/2021,5/1/2021 12:00,Aaliyah Patel,3/22/2021,Aaliyah Patel,3/22/2021,Aaliyah Patel,3/22/2021,AP,Jake Lathrop,Jake Lathrop
498,93,299.99,Season,2/21/2022,2/21/2022,5/1/2022 12:00,Leonardo Costa,2/21/2022,Leonardo Costa,2/21/2022,Leonardo Costa,2/21/2022,LC,Jude Willcox,Jude Willcox
499,11,239.99,Season,3/2/2022,3/2/2022,5/1/2022 12:00,Ethan Reed,3/2/2022,Ethan Reed,3/2/2022,Ethan Reed,3/2/2022,ER,Nathan Giboney,Nathan Giboney
500,13,80,Daily,2/14/2021,2/14/2021,2/16/2021 12:00,Alessia Moretti,2/14/2021,Alessia Moretti,2/14/2021,Alessia Moretti,2/14/2021,AM,Razi Muzaffar,Razi Muzaffar
501,33,125,Daily,2/27/2023,2/27/2023,3/1/2023 12:00,Lea Dubois,2/27/2023,Lea Dubois,2/27/2023,Lea Dubois,2/27/2023,LD,Nathan Giboney,Nathan Giboney
502,37,259.99,Season,12/19/2022,12/19/2022,5/1/2023 12:00,Santiago Ramirez,12/19/2022,Santiago Ramirez,12/19/2022,Santiago Ramirez,12/19/2022,SR,Riley Lathrop,Riley Lathrop
503,69,89.99,Season,3/16/2023,3/16/2023,5/1/2023 12:00,Ashley Phillips,3/16/2023,Ashley Phillips,3/16/2023,Ashley Phillips,3/16/2023,AP,Bryson Barradale,Bryson Barradale
504,54,40,Daily,1/5/2022,1/5/2022,1/7/2022 12:00,Samuel Turner,1/5/2022,Samuel Turner,1/5/2022,Samuel Turner,1/5/2022,ST,Nathan Giboney,Nathan Giboney
505,23,45,Daily,3/3/2023,3/3/2023,3/5/2023 12:00,Mustafa Amin,3/3/2023,Mustafa Amin,3/3/2023,Mustafa Amin,3/3/2023,MA,Bryson Barradale,Bryson Barradale
506,58,45,Daily,1/10/2023,1/10/2023,1/12/2023 12:00,Nour Hussein,1/10/2023,Nour Hussein,1/10/2023,Nour Hussein,1/10/2023,NH,Jude Willcox,Jude Willcox
507,75,75,Daily,2/16/2022,2/16/2022,2/18/2022 12:00,Hugo Silva,2/16/2022,Hugo Silva,2/16/2022,Hugo Silva,2/16/2022,HS,Nathan Giboney,Nathan Giboney
508,51,209.98,Season,4/7/2021,4/7/2021,5/1/2021 12:00,Maxim Kovalenko,4/7/2021,Maxim Kovalenko,4/7/2021,Maxim Kovalenko,4/7/2021,MK,Bryce Peters,Bryce Peters
509,53,95,Daily,3/31/2021,3/31/2021,4/2/2021 12:00,Federico Rossi,3/31/2021,Federico Rossi,3/31/2021,Federico Rossi,3/31/2021,FR,Jake Lathrop,Jake Lathrop
510,59,109.99,Season,3/29/2021,3/29/2021,5/1/2021 12:00,Audrey Walker,3/29/2021,Audrey Walker,3/29/2021,Audrey Walker,3/29/2021,AW,Curtis Fountain,Curtis Fountain
511,19,120,Daily,12/13/2019,12/13/2019,12/15/2019 12:00,Rafael Lima,12/13/2019,Rafael Lima,12/13/2019,Rafael Lima,12/13/2019,RL,Jordan Weiss,Jordan Weiss
512,27,30,Daily,1/10/2023,1/10/2023,1/12/2023 12:00,Samantha Martin,1/10/2023,Samantha Martin,1/10/2023,Samantha Martin,1/10/2023,SM,Riley Lathrop,Riley Lathrop
513,70,119.99,Season,1/3/2022,1/3/2022,5/1/2022 12:00,Matthew Lewis,1/3/2022,Matthew Lewis,1/3/2022,Matthew Lewis,1/3/2022,ML,Jude Willcox,Jude Willcox
514,25,115,Daily,1/7/2020,1/7/2020,1/9/2020 12:00,Ruby Foster,1/7/2020,Ruby Foster,1/7/2020,Ruby Foster,1/7/2020,RF,John Florendo,John Florendo
515,42,95,Daily,3/21/2020,3/21/2020,3/23/2020 12:00,Madison Reyes,3/21/2020,Madison Reyes,3/21/2020,Madison Reyes,3/21/2020,MR,Bryson Barradale,Bryson Barradale
516,75,459.98,Season,1/9/2021,1/9/2021,5/1/2021 12:00,Hugo Silva,1/9/2021,Hugo Silva,1/9/2021,Hugo Silva,1/9/2021,HS,Jake Lathrop,Jake Lathrop
517,12,235,Daily,2/20/2021,2/20/2021,2/22/2021 12:00,Scarlett Mitchell,2/20/2021,Scarlett Mitchell,2/20/2021,Scarlett Mitchell,2/20/2021,SM,Bryson Barradale,Bryson Barradale
518,7,99.99,Season,1/23/2023,1/23/2023,5/1/2023 12:00,Olivia Brown,1/23/2023,Olivia Brown,1/23/2023,Olivia Brown,1/23/2023,OB,Kevin Baron,Kevin Baron
519,91,50,Daily,12/5/2021,12/5/2021,12/7/2021 12:00,Alejandra Torres,12/5/2021,Alejandra Torres,12/5/2021,Alejandra Torres,12/5/2021,AT,Jude Willcox,Jude Willcox
520,22,185,Daily,12/11/2021,12/11/2021,12/13/2021 12:00,Audrey Coleman,12/11/2021,Audrey Coleman,12/11/2021,Audrey Coleman,12/11/2021,AC,John Florendo,John Florendo
521,36,55,Daily,2/21/2020,2/21/2020,2/23/2020 12:00,Lila Patel,2/21/2020,Lila Patel,2/21/2020,Lila Patel,2/21/2020,LP,Bryce Peters,Bryce Peters
522,29,75,Daily,12/28/2022,12/28/2022,12/30/2022 12:00,Natalie Carter,12/28/2022,Natalie Carter,12/28/2022,Natalie Carter,12/28/2022,NC,Nathan Giboney,Nathan Giboney
523,37,99.99,Season,12/8/2020,12/8/2020,5/1/2021 12:00,Santiago Ramirez,12/8/2020,Santiago Ramirez,12/8/2020,Santiago Ramirez,12/8/2020,SR,Bryson Barradale,Bryson Barradale
524,63,249.98,Season,2/27/2021,2/27/2021,5/1/2021 12:00,Christopher Wright,2/27/2021,Christopher Wright,2/27/2021,Christopher Wright,2/27/2021,CW,John Florendo,John Florendo
525,63,149.99,Season,1/1/2023,1/1/2023,5/1/2023 12:00,Christopher Wright,1/1/2023,Christopher Wright,1/1/2023,Christopher Wright,1/1/2023,CW,Jude Willcox,Jude Willcox
526,63,95,Daily,12/29/2019,1/3/2020,1/5/2020 12:00,Christopher Wright,12/29/2019,Christopher Wright,12/29/2019,Christopher Wright,1/3/2020,CW,Bryce Peters,Bryce Peters
527,70,520,Weekly,12/1/2022,12/1/2022,12/8/2022 12:00,Matthew Lewis,12/1/2022,Matthew Lewis,12/1/2022,Matthew Lewis,12/1/2022,ML,Razi Muzaffar,Razi Muzaffar
528,31,429.98,Season,12/25/2022,12/25/2022,5/1/2023 12:00,Hailey Morris,12/25/2022,Hailey Morris,12/25/2022,Hailey Morris,12/25/2022,HM,Bryce Peters,Bryce Peters
529,22,80,Daily,1/31/2023,1/31/2023,2/2/2023 12:00,Audrey Coleman,1/31/2023,Audrey Coleman,1/31/2023,Audrey Coleman,1/31/2023,AC,Bryce Peters,Bryce Peters
530,75,309.98,Season,2/24/2020,2/24/2020,5/1/2020 12:00,Hugo Silva,2/24/2020,Hugo Silva,2/24/2020,Hugo Silva,2/24/2020,HS,Jake Lathrop,Jake Lathrop
531,88,679.97,Season,3/30/2023,3/30/2023,5/1/2023 12:00,Sofia Alves,3/30/2023,Sofia Alves,3/30/2023,Sofia Alves,3/30/2023,SA,Jordan Weiss,Jordan Weiss
532,59,25,Daily,2/5/2023,2/5/2023,2/7/2023 12:00,Audrey Walker,2/5/2023,Audrey Walker,2/5/2023,Audrey Walker,2/5/2023,AW,Jude Willcox,Jude Willcox
533,94,65,Daily,1/12/2020,1/12/2020,1/14/2020 12:00,Gabriella Hill,1/12/2020,Gabriella Hill,1/12/2020,Gabriella Hill,1/12/2020,GH,Nathan Giboney,Nathan Giboney
534,22,100,Weekly,12/24/2019,12/24/2019,12/31/2019 12:00,Audrey Coleman,12/24/2019,Audrey Coleman,12/24/2019,Audrey Coleman,12/24/2019,AC,Razi Muzaffar,Razi Muzaffar
535,2,379.98,Season,2/4/2022,2/4/2022,5/1/2022 12:00,Omar Ali,2/4/2022,Omar Ali,2/4/2022,Omar Ali,2/4/2022,OA,Jake Lathrop,Jake Lathrop
536,59,50,Daily,1/8/2022,1/8/2022,1/10/2022 12:00,Audrey Walker,1/8/2022,Audrey Walker,1/8/2022,Audrey Walker,1/8/2022,AW,Carter Ash,Carter Ash
537,4,75,Daily,2/22/2020,2/22/2020,2/24/2020 12:00,Ethan Henderson,2/22/2020,Ethan Henderson,2/22/2020,Ethan Henderson,2/22/2020,EH,Kevin Baron,Kevin Baron
538,18,469.98,Season,2/1/2022,2/1/2022,5/1/2022 12:00,Nabil Ali,2/1/2022,Nabil Ali,2/1/2022,Nabil Ali,2/1/2022,NA,Jake Lathrop,Jake Lathrop
539,37,409.98,Season,12/20/2020,12/20/2020,5/1/2021 12:00,Santiago Ramirez,12/20/2020,Santiago Ramirez,12/20/2020,Santiago Ramirez,12/20/2020,SR,Nathan Giboney,Nathan Giboney
540,43,119.99,Season,12/29/2019,12/29/2019,5/1/2020 12:00,Sarah Taylor,12/29/2019,Sarah Taylor,12/29/2019,Sarah Taylor,12/29/2019,ST,Razi Muzaffar,Razi Muzaffar
541,16,289.98,Season,12/25/2020,12/31/2020,5/1/2021 12:00,Sophia Edwards,12/25/2020,Sophia Edwards,12/25/2020,Sophia Edwards,12/31/2020,SE,John Florendo,John Florendo
542,89,145,Daily,1/15/2023,1/15/2023,1/17/2023 12:00,Penelope Phillips,1/15/2023,Penelope Phillips,1/15/2023,Penelope Phillips,1/15/2023,PP,John Florendo,John Florendo
